,Text,Clase
106,"Recordamos a las víctimas en el cuarto aniversario de los atentados de #Barcelona y #Cambrils. Todo nuestro apoyo y solidaridad a sus familias.

Frente al terrorismo, unidad en la defensa de los valores democráticos, la convivencia y la paz.

Siempre en nuestra memoria. #17A https://t.co/K58jUmWyoO",interior
107,"Cuarto aniversario de los atentados de #Barcelona y #Cambrils. 

Nos unimos en el recuerdo emocionado a las víctimas, en el apoyo a sus familias y en la defensa de los valores democráticos, la convivencia y la paz frente al terrorismo.

Hoy y siempre en nuestra memoria. #17A https://t.co/EuPst8MwPh",interior
108,"Lo importante es garantizar cuanto antes el regreso del personal diplomático y de funcionarios españoles que estaban en la embajada en Kabul.

👉Han salido 2 aviones de la FFAA hacia Dubái.
👉Esperamos proceder cuanto antes a las repatriaciones.

📺 Fernando Grande-Marlaska https://t.co/73mtKJ3ux2",autopromocio
109,"Avui, #17A, @salvadorilla, @raquelsjimenez, @CunilleraTeresa, @meritxell_batet, @jaumecollboni i @Ramon_Espadaler han assistit a l'homenatge en record de les víctimes dels atemptats de #Barcelona i #Cambrils.

Elles i les seves famílies sempre estaran al nostre record 🖤

#PSC/❤️ https://t.co/RYisjEJEgO",autopromocio
110,"Cuatro años después de los terribles atentados terroristas de Barcelona y Cambrils seguimos recordando a las víctimas y a sus familias. 

Frente al odio y la violencia seguiremos construyendo sociedades más diversas, tolerantes y libres.

#17agosto https://t.co/NaGG0S5Cgz",interior
111,"Hace cuatro años, Barcelona y Cambrils sufrían el terror en sus calles. Hoy, recordamos a las víctimas de estos terribles atentados con la mirada puesta en un presente y futuro de paz y convivencia. Por una sociedad libre de odio y barbarie, que avanza y progresa con unidad.
#17A https://t.co/zJNiKeFnNF",autopromocio
112,"⚫️ Avui, #17A, fa quatre anys dels terribles atemptats de #Barcelona i #Cambrils.

Portem quatre anys demostrant que a Catalunya l’amor sempre venç l’odi.

Tota la nostra solidaritat amb les víctimes, les seves famílies i éssers estimats. Sempre als nostres cors.

#PSC/❤️ https://t.co/l5sva6iBlu",autopromocio
113,"⚫️ Avui, #17A, fa quatre anys dels terribles atemptats de #Barcelona i #Cambrils.

Portem quatre anys demostrant que a Catalunya l’amor sempre venç l’odi.

Tota la nostra solidaritat amb les víctimes, les seves famílies i éssers estimats. Sempre als nostres cors.

#PSC/❤️ https://t.co/0muyEca8NA",autopromocio
114,"Dos aviones de @Defensagob están listos para la repatriación del personal de la embajada en Afganistán, colaboradores y españoles que quedan en el país.

La comunidad internacional debemos garantizar la seguridad y dignidad del pueblo afgano, especialmente de los más vulnerables. https://t.co/meBv0QPERo",autopromocio
115,Cal que la comunitat internacional treballi per la seva integritat i assegurar vies segures que garanteixin el dret d'asil i protecció internacional. https://t.co/4ZsR57gTpd,autopromocio
116,Mostrem la nostra profunda preocupació per la situació de les dones i nenes afganeses que patiran una situació d'extrema vulnerabilitat i privació de drets i llibertats.,autopromocio
117,"Reclamem a la UE i la comunitat internacional una resposta urgent, unida i contundent que ajudi el poble afganès a transitar cap a una solució pacífica, inclusiva i duradora que respecti els drets humans. L'horitzó per al qual hauríem d'abocar tots els nostres esforços.",autopromocio
118,"Reconeixem els esforços de @MAECgob i @Defensagob per realitzar la necessària evacuació i repatriació de tots els residents espanyols, personal de l'Ambaixada i tots els afganesos que han col·laborat amb l'Exèrcit i la cooperació espanyola durant tot el temps de presència al país",immigracio
119,🇦🇫 .@socialistes_cat estem impactats/des i consternats/des pels darrers esdeveniments a l’Afganistan arran de la retirada de l'Exèrcit dels EUA: el col.lapse de la seva precària institucionalitat i la presa de control del país a mans dels talibans.,autopromocio
120,"Acabo d'assabentar-me de la mort del company Félix Rodríguez Pardo, veterà militant socialista, dirigent sindical a Hidroelèctrica de Catalunya en els anys de la transició, i un excel·lent orador. Sit tibi terra levis, company. Et recordem. https://t.co/Fbzgg6LdoZ",autopromocio
121,"En cuanto a la situación de #Afganistán 

✅ El Gob de España ha puesto en marcha todos los mecanismos precisos para garantizar la seguridad y retorno de los españoles, y ciudadanos afganos que colaboraron con nosotros.

📺 Fernando Grande-Marlaska en @rtve 

#LaEspañaQueHacemos_ https://t.co/zOmQXH7ltZ",autopromocio
122,"Aquesta setmana @sanidadgob ens ha enviat 393.120 dosis de vacunes Pfizer, que han estat lliurades pel personal de Sanitat Exterior de la @DeleGobCataluna a la Generalitat.
La vacunació avança imparable! El meu sincer agraïment a tothom qui ho fa possible. https://t.co/KBDp2PQR1j",autopromocio
123,Los hospitales @htrueta y @hospitalclinic empiezan la criba de voluntarios para el ensayo clínico de la vacuna española contra la #COVID19 de la farmacéutica Hipra. Una gran noticia e importante adelanto que nos permitirá seguir luchando contra la pandemia https://t.co/Tzsd5LjwlI,autopromocio
124,"Respecto a la situación en Afganistán:

👉 Nuestra prioridad es el retorno tanto de los ciudadanos españoles, como de los ciudadanos afganos que han colaborado con nosotros y pueda haber algún riesgo para su seguridad.

 🎙️Fernando Grande-Marlaska en @HoyPorHoy https://t.co/Gn7QyIQUZk",interior
125,"👉 Todas las instituciones estamos interesadas en la integridad del menor y su interés superior.

👉 La CA de Ceuta ha adquirido la tutela de todos los menores que entraron de manera irregular, ha hecho un esfuerzo importantísimo .

 🎙️Fernando Grande-Marlaska en @HoyPorHoy https://t.co/rJVgsbDhWE",autopromocio
126,"👉 Tenemos garantías que los menores y sus derechos van a estar garantizados. 

👉 Esas garantías se reciben en comunicaciones directas entre Ceuta y las autoridades competentes en protección de la infancia de Marruecos.

 🎙️Fernando Grande-Marlaska en @HoyPorHoy https://t.co/WBkAwqRXo0",autopromocio
127,"El retorno asistido de los menores en Ceuta: 

👉 No es una expulsión, es un retorno.
👉 Se realiza en el marco normativo de un acuerdo del 2007 entre España y Marruecos.
👉 Siempre a favor del interés del menor.
 
🎙️Fernando Grande-Marlaska en @HoyPorHoy https://t.co/cJRFIzExqr",autopromocio
128,"Entrevista del 12 de diciembre de 2020. Ante la incredulidad de muchos y muchas, y la burla de la derecha política, @salvadorilla anunciaba que al final del verano el 70% de la población estaría vacunada. Hoy hemos llegado al 72%. @socialistes_cat https://t.co/ClNNKOjMDX",autopromocio
129,"Doncs l'aleshores Ministre de Sanitat @salvadorilla així ens ho va anunciar. Pocs se'l van creure.
Molt bona feina!! 

El 70,1% de la población 'vacunable' en España ya ha recibido la pauta completa de vacunación https://t.co/AQHdP7ht1V",autopromocio
130,"Es confirma l’assassinat masclista d’una dona de 30 anys a Sant Vicenç de Castellet (Bages). Malauradament, aquest any ja són 32 les dones assassinades. Hem d’avançar en la lluita contra aquesta xacra. Tot el meu suport i escalf a la filla i als familiars de la víctima. https://t.co/SeRRzWtlJo",igualtat i feminismes
131,"7️⃣0️⃣% 💪🏻

https://t.co/J1IgqzS4s8",autopromocio
132,"Derechos digitales.📲
Nadie quedará desprotegido:
 
✅ Refuerza los derechos de la ciudadanía.
 
✅ Genera certidumbre a la sociedad en la nueva realidad digital.
 
✅ Aumenta la confianza de las personas ante la disrupción que representa la tecnología.
 
#LaEspañaQueHacemos_  🌹 https://t.co/oJJAvgagMu",autopromocio
133,"Hoy se confirma el asesinato machista de una mujer de 30 años en Barcelona. Debemos seguir trabajando, desde todas las instituciones y con el apoyo de toda la sociedad, para parar la #ViolenciaDeGénero. No permitiremos ni un paso atrás. 

Mi cariño a su familia y seres queridos. https://t.co/2SVpIumme1",autopromocio
134,"📺 @Teresaribera en @DebatAlRojoVivo sobre el precio de la luz:

👉🏻 El precio del mercado mayorista no se traduce tal cual en nuestra factura.

El Gobierno ha estado trabajando en:

✅ Cargos
✅ Fiscalidad
✅ Cambios estructurales

#LaEspañaQueHacemos_
#PSC/❤️ https://t.co/fCeoE4kiIN",presidencia
135,Los primeros del mundo en vacunación. Poco pecho sacamos de las cosas buenas que hacemos. https://t.co/8P5g98ERKY,autopromocio
136,"Tres líneas de acción que van a requerir del respaldo por parte del Parlamento.

👉 Los grupos parlamentarios tienen en su mano aprobar dos Proyectos de Ley que influyen positivamente en la factura de los ciudadanos.

#LaEspañaQueHacemos_

📺 @Teresaribera en @DebatAlRojoVivo https://t.co/0gRaAi3Nvu",autopromocio
137,"El Gobierno va a mantener:

✅ El escudo social.
✅ El tratamiento fiscal adecuado para paliar el precio de la factura de la luz de los consumidores.
✅ Impulso programas de techos solares para autoconsumo.

#LaEspañaQueHacemos_

📺 @Teresaribera en @DebatAlRojoVivo https://t.co/F3SJ49KctW",presidencia
138,"El gobierno SI está haciendo cosas desde el primer día:

✅ Eliminar el impuesto al sol.
✅ Facilitar el autoconsumo.
✅ Proteger al consumidor vulnerable.

#LaEspañaQueHacemos_

📺 @Teresaribera en @DebatAlRojoVivo https://t.co/hwb5O9N6YB",accio climatica alimentacio i agenda rural
139,"El precio del mercado mayorista no se traduce tal cual en nuestra factura.

👉Porque no todos los consumidores tienen indexada su consumición al mercado mayorista

El Gobierno ha estado trabajando en cargos y fiscalidad.

#LaEspañaQueHacemos_

📺 @Teresaribera en @DebatAlRojoVivo https://t.co/2qhNiLSCti",autopromocio
140,"La vacunación en España avanza imparable gracias al trabajo de los profesionales sanitarios. Más de 29M de personas tienen la pauta completa y nos situamos como el primer país del mundo con el mayor porcentaje de población con una o dos dosis. ¡Seguimos!
https://t.co/uL1L0Uq8vd https://t.co/SR4pBgM3MI",salut
141,"Mujeres como María Domínguez Remón hacen sociedades mejores: 1ª alcaldesa de la España democrática, defensora de la igualdad y de la educación universal.

Asesinada por el fascismo, su voz es imborrable. 

Esta es su historia 👇

#DondeHayPartido 

📻
https://t.co/36PCb16XI6 https://t.co/3GNbRyy9L3",autopromocio
142,"¡Buenos días! Comenzamos el viernes celebrando la espectacular evolución del ritmo de vacunación en España.

La increíble respuesta de nuestra sanidad pública y una población comprometida que confía en la vacuna nos hacen ser los 🥇

 https://t.co/6eERANK9Un",autopromocio
143,Seguint amb molta preocupació les informacions que ens arriben sobre l'#IFPobladeMassaluca. La nostra solidaritat amb les persones que han estat desallotjades i el nostre agraïment a tots els efectius que estan treballant en l'extinció del foc. https://t.co/xAMnRXuD3f,autopromocio
144,"Nuestro compromiso es y será seguir trabajando en impulsar los cambios estructurales y redoblar la apuesta por las renovables:
 
👉 Porque son el presente y el futuro.
👉 Por razones climáticas y económicas.
 
Avanzamos hacia un horizonte transformador en beneficio de todos 🌎🤝",autopromocio
145,"Durante este último año estamos experimentando una subida del precio de la energía que repercute en las facturas de la luz que llegan a nuestras casas. 
 
¿A qué se debe? 👇",autopromocio
146,"Seguint amb preocupació l'incendi de la #PobladeMassaluca, vull enviar molta força a tots els equips que estan treballant en l'extinció i molts ànims a les persones desallotjades.

El risc d'incendi és extremadament alt a tot #Catalunya. Si us plau, extremem la prudència. https://t.co/XdN5tZxaMT",autopromocio
147,"🌹 La presidenta del Congreso de los Diputados, @meritxell_batet, ha hecho una recomendación musical para este verano.

🎹 ¿Quieres saber de qué artista y de qué disco se trata?

Descúbrelo en este artículo de @_infoLibre👇🏻

https://t.co/YrStBAyleT",autopromocio
148,"#TalDiaComAvui, un 12 d'agost de 1888, va començar a Barcelona el Congrés fundacional de la UGT, sindicat socialista, que es va desenvolupar al Teatre Jovellanos. Va comptar amb la participació de 44 societats obreres, entre les quals 28 de Catalunya. https://t.co/6YYDwLiuSY",autopromocio
149,"🌹 Els i les joves són el present i el futur.

👉🏻 És per això que són necessàries polítiques de joventut reals i efectives que els permetin:

✅ Accedir a una educació de qualitat
✅ Tenir oportunitats de feina justes
✅ Emancipar-se

#DiaInternacionaldelaJoventut
#PSC/❤️ https://t.co/Ys9BzYhy5L",autopromocio
150,"Buenos días, hoy os dejo una recomendación cultural para este verano: el disco 'Voice', de la gran Hiromi Uehara.

Gracias a @_infoLibre, ¡espero que os guste! 🥰🏖️
https://t.co/hTYA1OGfEv",cultura
151,"♻️ “La ampliación del aeropuerto, para ser palanca transformadora, tiene que ser una verdadera herramienta de ciudad y país que nos permita abordar con éxito la transición económica y ecológica que nos urge”.

✍🏻 @jaumecollboni en @LaVanguardia.

#PSC/❤️
https://t.co/t7bL3O7ZOs",autopromocio
152,"El gobierno ha destinado:

1.300M para generación de autoconsumo, reduciendo nuestra dependencia de los mercados internacionales.

Queremos seguir impulsando energías renovables para depender menos del gas y las emisiones de CO2 y abaratar la factura.

📺 @DianaMorantR en @rtve https://t.co/YnxXn7UwCl",autopromocio
153,"La factura de la luz es un tema que nos preocupa y ocupa.

👉 Tenemos una alta dependencia del gas y su precio internacional y alta dependencia de emisiones CO2. 

Esto necesita una transformación.

📺 @DianaMorantR en @rtve https://t.co/e9LtALUDBi",autopromocio
154,"La vacuna española añadirá mejoras a las ya existentes:

👉 Tiene en cuenta las diferentes variantes del virus.
👉 Buena respuesta inmunitaria en el ensayo preclínico.
👉 No necesita ser congelada para su distribución.

📺 @DianaMorantR en Diario 24 horas. https://t.co/1TkT2vSrO0",autopromocio
155,"De la primera vacuna desarrollada íntegramente en España se espera:

👉 Que se comience a producir a finales de octubre
👉 Que esté disponible a principios de 2022

📺 @DianaMorantR en Diario 24 horas. https://t.co/OXYK565kHs",autopromocio
156,"Catalunya somos todos/as, y no toda es independentista. Añadir incertidumbre y caos a la situación que estamos viviendo es querer poco a la ciudadanía que pretendes gobernar. Además, suena ya a “pantalla pasada”. La unilateralidad fracasó. Habría que ir actualizándose. https://t.co/4G9fwg8FBR",autopromocio
157,"🎂 Avui, 12 d’agost, fa 133 anys que Pablo Iglesias Posse va fundar la UGT per garantir els drets de tots els treballadors i les treballadores.

Moltes felicitats, @ugtcatalunya! 🌹✊🏻

#133AniversariUGT
#PSC/❤️ https://t.co/qWOVJ7NECZ",autopromocio
