,original,clase
120,"???? Si con la concurrencia cobarde del @PP_Ceuta se aprueba, a propuesta de los promarroquíes, la declaración de persona non grata a @Santi_ABASCAL en la ciudad donde @vox_es es primera fuerza política. Es que la desesperación es abrumadora y ya no saben cómo parar lo imparable. https://t.co/1rDjqAuRYF",immigracio
121,"Mi apoyo y solidaridad con los vecinos de Azuébar, Navalacruz y municipios colindantes que han tenido que desalojar sus hogares por los terribles incendios.

Y mi agradecimiento a los efectivos de Castilla y León y la Comunidad Valenciana que trabajan sin descanso en su extinción https://t.co/trsGkur5P3",accio climatica alimentacio i agenda rural
122,"#TalDíaComoHoy arrancaban los Juegos Olímpicos de Barcelona 92.

«Por y contra aquella Barcelona olímpica corrían los hijos de Jordi Pujol, Joaquim Forn, David Madí, Jordi Sánchez y otros nacionalistas»

✒️ Por @JuanMilian 

https://t.co/TDUgxUSFIp",cultura
123,"Somos conscientes que esta ley debe mejorarse, especialmente porque todavía no garantiza a las víctimas tener un acceso real y efectivo a la justicia, ya que no modifica la ley de amnistía.",justicia
124,"??El cap de l'Oposició a Catalunya, @salvadorilla, i la portaveu, @aliciarll, es reuneixen amb membres del @psibpsoe.

“Els socialistes catalans i balears tenim un projecte comú, amb polítiques socials basades en el diàleg, la convivència i el respecte a la diversitat”.

#PSC/❤️ https://t.co/42qPowBYHY",presidencia
125,"No acceptarem un traspàs ‘fake’ de la gestió de beques: ha d’anar acompanyat de finançament i dels costos de gestió que ha assumit la Generalitat els darrers anys. Serem molt exigents, perquè ja sabem quina és la pràctica habitual del govern espanyol https://t.co/NtGWbxTWMj https://t.co/EGCRsTsHyx",educacio
126,"?? Portaveu @mncsls: ""Fa pocs mesos que sóc portaveu, però és tota una satisfacció i un honor. A més a més, ho sóc gràcies al suport del meu Grup Parlamentari, que va ratificar esta nova responsabilitat"". 
 
?? Recupera l'entrevista a @canalte: https://t.co/vA6ZIEUInp",presidencia
127,"30 de juliol de 1749, la gran batuda:  persecució autoritzada pel rei d'Espanya, organitzada pel marquès de l'Ensenada amb l'objectiu  d'arrestar i d'«extingir» tota l'ètnia rom del regne

24/09/2018: Gràcies a la feina de @JuventudGitana8 s'esborra el nom del genocida de Lleida https://t.co/wNjIa6PGXj",immigracio
128,"?? Y este martes a las 8:40, no te pierdas a @Jorgebuxade en @HerreraenCOPE 

➡️ Síguelo aquí en directo: https://t.co/Mq9n3QWZhD https://t.co/PPG8GkMHOa",autopromocio
129,"Nos siguen llegando imágenes del ecocidio que de está produciendo en el Mar Menor. Estas son de hoy, grabadas desde La Manga.

¿Cuánto tiempo puede una sociedad ver estas imágenes sin hacer nada? ¿Cuánto tiempo piensa seguir escondido el presidente López Miras? 

#SOSMarMenor https://t.co/Q0VwSLXptW",accio climatica alimentacio i agenda rural
130,"Les exportacions catalanes sumen 39.684 milions d'euros el primer semestre, superant els nivells previs a la pandèmia i amb el millor mes de juny de la sèrie històrica https://t.co/xnBQWjM1Lx",economia i hisenda
131,Una abraçada @MiguelUrban i família. Convençuda que no faran callar a qui alça la veu contra el feixisme i la necropolítica. https://t.co/viHMoZRkI1,justicia
132,"Afganistan ens està deixant imatges insuportables. Europa ha d'actuar de manera immediata davant aquesta vulneració de DDHH, especialment per a les dones.

És imprescindible paralitzar deportacions i obrir vies d'acolliment. Que ningú quedi enrere en aquesta situació inhumana. https://t.co/xHx2NIrBsD",immigracio
133,"Gràcies, companys i companyes d'@omnium, per aquests 60 anys de feina i compromís amb la llengua, la cultura i la llibertat del país i la seva gent. Sou imprescindibles. Per molts anys més! https://t.co/PbfzH26agG",cultura
134,"Genial, l’anunci de @RoyalMail. Per treure’s el barret. https://t.co/RAfxEFtVAX",empresa i treball
135,"?? VOX denuncia la fidelidad del Gobierno de Sánchez al separatismo tras el pacto de nuevos traspasos de competencias a la Generalidad en la mesa de la traición:

@Santi_ABASCAL ""España necesita un gobierno fiel a los españoles, no a los golpistas"".

https://t.co/gUrvHNoW9d",presidencia
136,"Que Jordi Cuixart salga en ayuda de Ada Colau al ser abucheada es, como mínimo, perpetuar estereotipos heteropatriarcales, ¿no? https://t.co/me4EGc5lYf",igualtat i feminismes
137,"43 anys de la Unitat Socialista a Catalunya! 43 anys al servei dels treballadors, les treballadores i les classes populars. 43 anys al servei de la societat catalana. Per molts anys, PSC! https://t.co/44ZBwfSF2g",empresa i treball
138,"Apoyamos por sentido de Estado la repatriación de Afganistán, con gratitud a los militares que dan su vida por la libertad.

“A las duras” Sánchez se esconde y solo sale a hacer propaganda con la UE de escudo, pero con EEUU excluyéndole del reconocimiento a 26 países por su labor https://t.co/Dghob4tPzD",immigracio
139,"‼️ Hasel y Cuixart, «perseguidos» y «reprimidos» en una clase de lengua catalana de un instituto de Barcelona.

?? Vox denuncia ante el Síndic de Greuges a un profesor que dijo a sus alumnos que estaban en prisión «por sus ideas» y «dar ejemplo».
https://t.co/iS0bMA51z9",justicia
140,"La evacuación realizada por las tropas Españolas en Kabul es portada en el @washingtonpost.

La solidaridad y compromiso mostrados por quienes trabajan sin descanso para hacer posible este operativo es motivo de orgullo para todos. https://t.co/2lc2pFXz9V",interior
141,"?? @ALevySoler traslada su agradecimiento al personal diplomático, militares, FCSE y a todos los servidores públicos que durante estos días están redoblando esfuerzos para garantizar las evacuaciones de Afganistán. https://t.co/yhUJoSQ3H9",interior
142,"“Vuestro trabajo nos roba nuestra dignidad”.

Una brillante y necesaria reflexión de Lucas Ayala sobre los supuestos espectáculos cómicos taurinos. 

https://t.co/D9k3T7OVDn",cultura
143,"?? ""El diálogo obliga al independentismo a salir de su relato permanente"".

El diputado de @socialistes_cat en el Congreso @J_Zaragoza_ dice en @LasMananas_rne que ""necesitamos abandonar estos 10 años de proceso que a Cataluña no le ha aportado nada"".

https://t.co/NCXalwzsLM",presidencia
144,Aquí o te llamas Plus Ultra y tienes intereses en el Gobierno de Sánchez o no recibes ni un solo euro en ayudas. https://t.co/zpbDjQ28TB,igualtat i feminismes
145,"?? Don @AntonioGalleg0 a Aragonès: ""Ni 40 empalagosos reportajes en TV3 recordando que fue socio del Club Super3 van a convertirlo en el William Wallace con barretina que aspira a ser"".

??????

#LideramosLaOposición https://t.co/nsvCv9LRqY",presidencia
146,"Años y años de presiones, amenazas, boicots y apartheids contra cualquier artista disidente han convertido a los artistas libres en una especie en peligro de extinción. Mi reconocimiento a @Sherpabaron por su dignidad y su valor.
https://t.co/OJJxt81tdx",cultura
147,"Moltes felicitats companys, i també a la resta de guanyadors i guanyadores https://t.co/XTN2YFKwwG",autopromocio
148,"Respecto a la situación en Afganistán:

?? Nuestra prioridad es el retorno tanto de los ciudadanos españoles, como de los ciudadanos afganos que han colaborado con nosotros y pueda haber algún riesgo para su seguridad.

 ??️Fernando Grande-Marlaska en @HoyPorHoy https://t.co/Gn7QyIQUZk",interior
149,Se cumplen 10 años de la alianza del bipartidismo para cambiar el artículo 135 de la Constitución. Una reforma pactada a espaldas de la ciudadanía en pleno agosto para poner los intereses de los especuladores por delante de los servicios públicos.,presidencia
150,"¡Apartad vuestras manos de nuestros hijos, chusma totalitaria!

Ni matemáticas con perspectiva de género, ni adoctrinamiento en amnesia histórica, ni talleres de sexualidad para preadolescentes, ni ataques a la familia, ni enseñanza en el odio a España. https://t.co/yc0MjNM4dh",igualtat i feminismes
151,"Un nuevo plan desde el Ministerio de Trabajo para que se cumpla lo que es sentido común en el siglo XXI: ni un trabajador más fallecido por una jornada de trabajo a 45º. 

La prioridad de @Yolanda_Diaz_ es la protección de  las personas y su salud 
#SaludEnElTrabajo https://t.co/RXCYXxsNXu",empresa i treball
152,Escoltem-la. No reconeguem el govern dels talibans. No les deixem a la seva sort. No les deixem sense futur després del passat i el present que ja les ha oprimit com una maledicció. Fem pressió internacional #SOSAfghanistanWomen https://t.co/fb71lODsCP,drets socials
153,"¡Mucha suerte a nuestros @Paralimpicos en #Tokyo2020 !

Sois ejemplo de esfuerzo, de capacidad y superación. Y lo vais a demostrar una vez más en estos JJOO. ¡A sumar muchos triunfos! España entera os estará apoyando.????

#FamiliaParalímpica #Paralympics https://t.co/ysdSXHHXcC",cultura
155,"Després de les riuades, a Alemanya han posat en marxa la mateixa iniciativa que ja es va fer a casa nostra amb els vins del celler @RendeMasdeu després de les riuades del Francolí. https://t.co/NIEBwyonYa https://t.co/KKYkoARsbT",presidencia
156,"??Hoy se cumplen 3 años desde que Pablo Casado llegó a la presidencia del ??️??️

Estamos preparados para gobernar.

??#3AñosConstruyendo https://t.co/QSERvuqrL0",presidencia
157,"¡Ya estamos en las principales redes!

Instagram: https://t.co/junPLXUpn2
Facebook: https://t.co/AgRcruRlJR
YT: https://t.co/AltamsG96M

VOX ha venido a recuperar Cataluña, daremos batalla en todos los frentes.

¡SÍGUENOS! ?????? https://t.co/hnVsbdaAEp",presidencia
158,"‼ Exigimos que desde el Ministerio del Interior se investigue si este terrorista argelino se encuentra en España.

Nuestro país se ha convertido en un destino preferente para delincuentes y terroristas. Saben que nuestras fronteras son las más fáciles de cruzar. https://t.co/AFCkTeBZJM",immigracio
159,"Apoyaremos todo aquello que defienda la unidad de España y la protección de nuestras familias y trabajadores, pero no sufrimos las piedras en Salt o Vic para cambiar ahora nuestras ideas. 

Señalaremos el Estatuto, a TV3 y todo el entramado corrupto separatista. 

¡Seguimos!",interior
160,Hoy en @sextaNoticias he defendido la campaña del Ministerio de Consumo sobre un consumo más responsable de carne ?? https://t.co/j1pzHiYNCL,accio climatica alimentacio i agenda rural
161,"On governem fa anys que apostem per les renovables #RenovablesSí però planificant i de manera coherent 
https://t.co/SZ6Kpdqypx",accio climatica alimentacio i agenda rural
162,"La Generalitat está más ocupada pagando a TV3 los millones de euros que luego se embolsa Toni Soler. 

Sus prioridades están claras. https://t.co/aHtmc8jHIA",cultura
163,"El aniversario de los atentados islamistas en Barcelona coincide con el retorno talibán que impulsó el terrorismo.
Recordamos a las víctimas del yihadismo, los que dieron su vida combatiéndolo y las afganas que sufren ese infierno.
El precio de la libertad es su eterna vigilancia",interior
164,"El gobierno del caos debe dar explicaciones en Congreso sobre incumplimiento de su objetivo del 70% y la inmunidad de grupo el 18 de agosto. @GPPopular⁩ solicitamos su comparecencia.

Fracasa objetivo de vacunación de Sánchez por su caos en la gestión. https://t.co/N5ihtitP6V",salut
165,"Que nadie os engañe, esos terroristas ya están en muchos barrios de #Europa y sólo @vox_es se atreve a denunciarlo.
Si sólo uno de ellos se cuela entonces hablaremos de una chapuza aún mayor.

#EuropaEsLibertad

https://t.co/hmo2IwWHTb",immigracio
166,"Triste la atadura de PP y Cs con la ultraderecha.
??
Almeida elimina del callejero el nombre de Justa Freire, profesora y luchadora por la igualdad de oportunidades, y coloca a un General franquista❗

NO es libertad.
Es un insulto a la #MemoriaDemocrática
https://t.co/PsWmmXAuvq",igualtat i feminismes
167,"‼️ @JGarrigaDomenec detalla las claves de la moción presentada por VOX en el Parlament a favor de implantar el Pin Parental en las escuelas catalanas.

“Los padres somos los responsables directos de la educación de nuestros hijos y nadie puede sustituir esta función”.

⬇ HILO ⬇ https://t.co/s8uwF7vn3n",educacio
168,"1. En ninguno de los Tratados se establece que la UE profesa una ideología obligatoria para todos los miembros que es socialista, globalista, anticristiana, antinacional, antifamiliar, y enemiga del derecho natural. Ni anuncia invasión o condena a quien defienda nación y familia.",immigracio
169,"“Ada caradura, Cuba es una dictadura” #patriayvida https://t.co/GQw2CXQpTO",presidencia
170,"Los vecinos del Mar Menor han agradecido al presidente del PP su interés por solucionar el grave problema que existe en el entorno.

Los vecinos coinciden: Si Pablo Casado fuese hoy presidente, la infraestructura para evitar vertidos ya estaría en marcha. https://t.co/YAkQCZ3q96",accio climatica alimentacio i agenda rural
171,"Durante 3 años los partidos separatistas aseguraron que el referéndum ya estaba hecho: era el 1-0 y sólo quedaba ""implementarlo""
Ahora dicen que hay que hacer uno nuevo. Tratan a sus partidarios como a niños. 
Si yo fuera independentista estaría muy cabreado.",presidencia
